web-scraper-order,web-scraper-start-url,Pages,Pages-href,Definitions
"1588585629-39815","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Миофибриллы (от ""волоконце"", ""ниточка""), сократимые волокна (диаметром от 0,5 до нескольких мкм) в протоплазме сердечных и поперечнополосатых мышц."
"1588585622-39636","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Плазмодии - род простейших, паразитирующих в эритроцитах и клетках эндотелия. К плазмодиям относятся возбудители малярии, которые переносятся главным образом комарами."
"1588585646-40082","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гиперчувствительность - избыточная чувствительность к определенным факторам внешней среды (гипперреакция иммунной системы, ведущая к проявлениям аллергии)."
"1588585633-39887","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кость  - основной элемент скелета. Костная ткань - разновидность соединительной ткани, состоит из клеток и плотного межклеточного вещества, содержащего соли кальция и белки (главным образом коллаген) и обеспечивающего ее твердость и эластичность. Вместе с суставами, связками и мышцами, прикрепленными к кости сухожилиями, образует опорно-двигательный аппарат. В течение жизни костная ткань перестраивается: разрушаются старые клетки, развиваются новые. После переломов кость регенерирует путем деления клеток надкостницы."
"1588585609-39313","https://petroleks.ru/dictionaries/dict_med.php","Х","https://petroleks.ru/dictionaries/dict_med21.php","Холецистография  - 1. Метод рентгенологического исследования желчного пузыря после заполнения его контрастным веществом. 2. Метод ультразвукового исследования желчного пузыря до и после дачи желчегонного."
"1588585635-39903","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Изотонический раствор - приближающийся по составу и другим показателям к сыворотке крови, т.н. физиологический раствор. Используют в качестве кровезаменителей."
"1588585644-39998","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Дерматология - раздел медицины, изучающий заболевания кожи и ее придатков, их причины, механизмы развития, проявления, методы диагностики, лечения и профилактики."
"1588585607-39295","https://petroleks.ru/dictionaries/dict_med.php","Ц","https://petroleks.ru/dictionaries/dict_med22.php","Цилиарное тело (ресничное тело) - утолщенная часть сосудистой оболочки глаза, в виде мышечного валика окружает хрусталик. Преобразует сыворотку крови во внутриглазную жидкость. К цилиарному телу прикрепляются связки, удерживающие хрусталик."
"1588585624-39734","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Офтальмоскопия - метод исследования дна глаза с помощью специального прибора - офтальмоскопа."
"1588585616-39392","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Токсикоз (интоксикация) - болезненное состояние, обусловленное действием на организм экзогенных, т.е. из внешней среды токсинов (например, микробов) или вредных веществ эндогенного, т.е. внутри организма, происхождения (например, при токсикозе беременных)."
"1588585624-39714","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Орхит - воспаление яичка при ушибах, венерических и других инфекционных заболеваниях; боль, опухание яичка, повышение температуры."
"1588585622-39694","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Пункция  - прокол стенки какой-либо полости тела (например, плевральной), сустава, сосуда, органа, нормальной или патологической ткани с лечебной или диагностической целями."
"1588585599-39249","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эозинофилы - один из типов белых кровяных клеток - лейкоцитов; способны обезвреживать бактериальные токсины. Участвуют в аллергических реакциях организма. Окрашиваются кислыми красителями, в том числе эозином в красный цвет."
"1588585635-39925","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Инвазия - нападение, внедрение."
"1588585622-39612","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Периартериит  - воспалительное поражение артерий, захватывающее их наружный слой."
"1588585618-39440","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сердечные гликозиды - вещества растительного происхождения, относящиеся к гликозидам и оказывающие избирательное действие на мышцу сердца, важнейшее проявление которого - усиление сердечных сокращений. Применяют главным образом при сердечной недостаточности."
"1588585635-39919","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Иммунотерапия - метод лечения, основанный на воздействии на систему иммунитета; восстановлении, регулировании, временном замещении или подавлении ее функций ."
"1588585620-39557","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Рибонуклеазы (РНК-азы) - ферменты, катализирующие расщепление рибонуклеиновых кислот."
"1588585622-39682","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Противосудорожные средства  - лекарственные вещества, способные предупреждать или прерывать приступы судорог различного происхождения. Протозойные - то же, что и простейшие."
"1588585637-39956","https://petroleks.ru/dictionaries/dict_med.php","З","https://petroleks.ru/dictionaries/dict_med8.php","Заикание — нарушение ритма и плавности экспрессивной речи."
"1588585611-39335","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фертильность - способность к воспроизведению потомства."
"1588585646-40091","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипотония - 1. Понижение тонуса тканей. 2. Понижение артериального давления вследствие инфекционных, нервно-эндокринных и др. заболеваний. Сопровождается головной болью, головокружением, слабостью."
"1588585646-40024","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гастроинтестинальный  - связанный с желудком и кишечником."
"1588585618-39489","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Содоку - болезнь крысиного укуса, инфекционное заболевание, характеризующееся приступами лихорадки, сыпью, поражением лимфатических узлов."
"1588585629-39800","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Микроэлементы - химические элементы (железо, медь, цинк и т.д.), содержащиеся в организме в низких концентрациях и необходимые для его нормальной жизнедеятельности. Поступают в организм человека с пищей, входят в состав ряда ферментов, витаминов, гормонов. Недостаток или избыток микроорганизмов приводит к нарушению обмена веществ."
"1588585633-39871","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Коагулопатии - группа заболеваний, характеризующихся нарушением свертываемости крови."
"1588585618-39449","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Серотерапия - лечение сыворотками, гамма-глобулинами."
"1588585627-39752","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нервная система - совокупность образований: рецепторы, нервы, ганглии, мозг. Осуществляет восприятие действующих на организм раздражителей, проведение и обработку возникающего при этом возбуждения, формирование ответных приспособительных реакций. Регулирует и координирует все функции организма в его взаимодействии с внешней средой."
"1588585599-39246","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эозин (от греч. ""утренняя заря""), яркорозовый краситель."
"1588585605-39285","https://petroleks.ru/dictionaries/dict_med.php","Ч","https://petroleks.ru/dictionaries/dict_med23.php","Черепно-мозговая травма — повреждение черепа и головного мозга в результате механического воздействия."
"1588585644-40006","https://petroleks.ru/dictionaries/dict_med.php","Д","https://petroleks.ru/dictionaries/dict_med5.php","Диафрагма - 1. Мышца, разделяющая грудную и брюшную полость, а также участвует в дыхании; 2. Метод барьерной контрацепции."
"1588585616-39380","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тератома - доброкачественная опухоль, связанная с нарушениями эмбрионального развития."
"1588585633-39900","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кромогликат натрия - международное название препарата для профилактики обострений аллергических заболеваний."
"1588585631-39843","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лизосомы - специализированные цитоплазматические структуры клетки, содержащие гидролитические ферменты в высоких концентрациях; основной функцией Л. является разрушение биологических макромолекул."
"1588585622-39611","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Перепончатокрылые - отряд насекомых (осы, пчелы, муравьи)."
"1588585631-39837","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лейкоцитоз - увеличение числа лейкоцитов в единице объема крови. Может быть физиологическим (например, при пищеварении, беременности) и патологическим - при многих инфекционных и др. заболеваниях."
"1588585618-39485","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Слюноотделение (саливация), выделение слюнными железами слюны. Саливация крупных желез происходит рефлекторно при раздражении пищей чувствительных нервных окончаний ротовой полости или при воздействии условных раздражителей (вид, запах пищи). Мелкие слюнные железы секретируют постоянно, увлажняя слизистую оболочку полости рта."
"1588585616-39388","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тиреотропный гормон  - гормон, вырабатываемый гипофизом и регулирующий деятельность щитовидной железы. Стимулирует синтез и выделение основных гормонов щитовидной железы - тироксина и трииодтиронина."
"1588585599-39232","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Электрофорез  - метод воздействия на организм постоянным током и лекарственными веществами, вводимыми при его помощи через кожу или слизистые оболочки. Сочетание электрофореза с индуктотермией называется индуктоэлетрофорезом."
"1588585646-40086","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипоксия - кислородное голодание."
"1588585616-39412","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Трахея  - дыхательное горло, часть дыхательных путей, расположенная между гортанью и бронхами впереди пищевода. Длина трахеи 10-13 см, состоит из хрящевых полуколец, соединенных связками. Разветвляется на 2 бронха."
"1588585620-39544","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Ретикулоэндотелиальная система (макрофагическая система) - совокупность защитных клеток в организме (гистиоциты соединительной ткани, моноциты крови, эндотелий капилляров, купферовские клетки печени). Захватывают и переваривают бактерии и различные чужеродные или токсичные частицы, участвуют в кроветворении и выработке антител, а также в обмене веществ."
"1588585648-40120","https://petroleks.ru/dictionaries/dict_med.php","В","https://petroleks.ru/dictionaries/dict_med3.php","Вилочковая железа (зобная железа, тимус) - центральный орган иммунной системы, расположена справа и слева от трахеи. Хорошо развита в молодом возрасте. Участвует в кроветворении, продуцируя лимфоциты, в регуляции роста и общего развития организма, в формировании иммунитета. Функциональное значение вилочковой железы окончательно не выяснено."
"1588585646-40059","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гепато-лиенальный синдром - одновременное или последовательное поражение печени и селезенки с их увеличением при некоторых инфекционных и др. заболеваниях."
"1588585620-39552","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Рефлексотерапия  - общее название ряда методов лечения, основанных на раздражении биологически активных точек поверхности тела, воздействие на которые обусловливает рефлекторные реакции различных органов и систем организма. Среди этих методов наиболее известна иглорефлексотерапия, или акупунктура (введение в биологически активные точки тела специальных игл)."
"1588585622-39601","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Патогенность, патогенный (болезнетворность, болезнетворный) - способность микроорганизмов вызывать инфекционные заболевания. Зависит от вирулентности микроба и восприимчивости организма."
"1588585637-39970","https://petroleks.ru/dictionaries/dict_med.php","З","https://petroleks.ru/dictionaries/dict_med8.php","Зыбление (синоним - флюктуация) — симптом наличия жидкости в замкнутой полости тела, доступной пальпации."
"1588585594-39210","https://petroleks.ru/dictionaries/dict_med.php","Я","https://petroleks.ru/dictionaries/dict_med28.php","Яйцеклетка (ооцит) - женская половая клетка, из которой после оплодотворения может развиться зародыш."
"1588585618-39439","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сепсис - тяжелое инфекционное заболевание, развивающееся вследствие заражения крови микробами, преимущественно гноеродными (стафилококки, стрептококки). Выражается тяжелым общим состоянием, лихорадкой, помрачением сознания, образованием гнойников в органах (септикопиемия)."
"1588585622-39613","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Периартрит - воспаление околосуставных крупных суставов (капсулы сустава, его связок, сухожилий и др.)."
"1588585620-39566","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","РНК - рибонуклеиновые кислоты."
"1588585629-39797","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Микрофага - то же, что нейтрофилы."
"1588585622-39665","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Прогестины  - то же, что гестагены"
"1588585618-39436","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сенная лихорадка - аллергическое заболевание, обусловленное вдыханием поллена-пыльцы растений (отсюда другое название - поллинозы). Проявления: насморк, конъюнктивит, астматические приступы."
"1588585646-40045","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Геморрой - расширение вен нижнего отдела прямой кишки в виде узлов, иногда кровоточащих, воспаляющихся и ущемляющихся в заднем проходе. К геморрою предрасполагает застой крови в прямой кишке (запоры, сидячий образ жизни)."
"1588585611-39360","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фолликулостимулирующий гормон (ФСГ) - гормон, вырабатываемый гипофизом. У мужчин вызывает развитие семенных канальцев, стимулирует сперматогенез, у женщин - развитие фолликулов в яичнике."
"1588585618-39496","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Спазм - судорожное сокращение мышц конечностей или мышечной стенки кровеносных сосудов, пищевода, кишечника и др. полых органов с временным сужением их просвета."
"1588585622-39575","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Панкреозимин - гормон, вырабатываемый слизистой 12-перстной кишки, стимулирует синтез пищеварительных ферментов поджелудочной железы."
"1588585603-39269","https://petroleks.ru/dictionaries/dict_med.php","Ш","https://petroleks.ru/dictionaries/dict_med24.php","Шванновские клетки (по имени Т. Шванна) - образуют оболочки периферических нервных волокон. Выполняют опорную и трофическую функции."
"1588585611-39326","https://petroleks.ru/dictionaries/dict_med.php","Ф","https://petroleks.ru/dictionaries/dict_med20.php","Фаготерапия  - лечение инфекционных заболеваний препаратами бактериофага (стафилококкового, сальмонеллезного и др.)."
"1588585646-40038","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гемодинамика - движение крови по сосудам, возникающее вследствие разности гидростатического давления в различных участках кровеносной системы (кровь движется из области высокого давления в область низкого). Зависит от сопротивления току крови стенок сосудов и вязкости самой крови. О гемодинамике судят по минутному объему крови."
"1588585616-39398","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Толерантность (от лат. ""терпение"") - 1. Иммунологическое состояние организма, при котором он не способен синтезировать антитела в ответ на введение определенного антигена при сохранении иммунной реактивности кдругим антигенам. Проблематолерантнрсти имеет значение при пересадке органов и тканей. 2. Способность организма переносить неблагоприятное влияние того или иного фактора среды. 3. Терпимость, в том числе к чужим мнениям, поведению и тд."
"1588585618-39425","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сальмонелла - род кишечных палочковидных бактерий. Многие патогенны - возбудители брюшного тифа и паратифа."
"1588585618-39525","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Суставы - подвижные соединения костей, позволяющие им перемещаться относительно друг друга. Вспомогательные образования - связки, мениски и др. структуры."
"1588585629-39787","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Метастазы - вторичные патологические очаги, возникающие вследствие переноса с током крови или лимфы болезнетворных частиц (опухолевых клеток, микроорганизмов) из первичного очага болезни. В современном понимании метастаз обычно характеризует распространение клеток злокачественной опухоли."
"1588585599-39264","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Этиология  - учение о причинах болезни. Употребляется также как синоним ""причина"" (например, ""грипп - заболевание вирусной этиологии"")"
"1588585631-39841","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лизис - растворение, разрушение клеток, в том числе микроорганизмов под влиянием агентов, например, ферментов, антибиотиков и др."
"1588585618-39472","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Склероз - уплотнение ткани или органа, вызванное гибелью элементов паренхимы (на почве воспаления, расстройства кровообращения, нарушения обмена веществ, возрастных изменений) и заменой их зрелой соединительной тканью, иногда с последующим ее сморщиванием."
"1588585620-39541","https://petroleks.ru/dictionaries/dict_med.php","Р","https://petroleks.ru/dictionaries/dict_med16.php","Респираторный - дыхательный, относящийся к дыханию."
"1588585618-39461","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Синдром токсического шока - тяжелое заболевание, вызываемое токсином стафилококка, который может находиться во влагалище, может закончиться смертельным исходом."
"1588585627-39739","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Невус - родимое пятно, порок развития, характеризущийся появлением на коже, реже на слизистых оболочках или сетчатке глаза, пятен или новообразований. Возникают чаще всего после рождения или в первые годы жизни. В ряде случаев невусы могут появиться в молодом и в среднем возрасте под влиянием солнечной радиации или во время беременности."
"1588585599-39256","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эпителиома - собирательное понятие для обозначений различных эпителиальных опухолей, преимущественно кожи."
"1588585599-39236","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эндогенный  - происходящий от причин, лежащих во внутренней среде организма."
"1588585627-39744","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нейрон  - нервная клетка, состоящая из тела и отходящих от него отростков - относительно коротких дендритов и длинного аксона."
"1588585599-39233","https://petroleks.ru/dictionaries/dict_med.php","Э","https://petroleks.ru/dictionaries/dict_med26.php","Эмболия - закупорка сосудов эмболом, принесенной с током крови частицей (отор вавшийся тромб, жир из поврежденных тканей или воздух, попавшие в сосуд, и тд.). Эмболия легочной артерии, сосудов мозга, сердца может быть причиной смерти."
"1588585618-39469","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Сканирование - 1. Метод радиоизотопной диагностики с использованием сканеров, или подвижных детекторов излучения, дающих изображение (в виде ""штрихов""), распределенных в организме радиоактивных изотопов посредством ""построчного"" обследования всего тела или его части. 2. Метод ультразвуковой диагностики, основанный на проникающей способности ультразвука в зависимости от плотности тканей того или иного органа."
"1588585618-39506","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Спинномозговые нервы (слинальные нервы) - отходят от спинного мозга чувствительными и двигательными корешками, соединяющимися в смешанный нерв. У человека 31 пара: 8 шейных, 12 грудньгх, 5 поясничных, 5 крестцовых и 1 копчиковая. Спинномозговые нервы и образованные ими шейное, плечевое, поясничное, крестцовое и копчиковое сплетения иннервируют кожу, внутренние органы и скелетные мышцы всего тела. Поражение спинномозгового нерва вместе с корешками - радикулит, вместе со сплетением - плексит."
"1588585642-39983","https://petroleks.ru/dictionaries/dict_med.php","Е","https://petroleks.ru/dictionaries/dict_med6.php","Евнухоидизм — клинический синдром, обусловленный гипофункцией половых желез и проявляющийся недоразвитием половых признаков, диспропорциональным телосложением, часто — ожирением."
"1588585618-39458","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Симптотермальный метод - естественный метод контрацепции, основанный на наблюдениях за температурой, цервикальной жидкостью и другими признаками."
"1588585646-40069","https://petroleks.ru/dictionaries/dict_med.php","Г","https://petroleks.ru/dictionaries/dict_med4.php","Гипергликемия - увеличение содержания сахара в крови. У здоровых людей наблюдается после употребления сладостей в больших количествах, при сильных болях, эмоциональном напряжении. Стойкая гипергликемия бывает при сахарном диабете и др. заболеваниях."
"1588585635-39949","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Ирит - воспаление радужной оболочки глазного яблока вследствие повреждения, инфекции и др. причин."
"1588585633-39899","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Кровь - жидкая ткань, циркулирующая в кровеносной системе. Состоит из плазмы и форменных элементов (эритроциты, лейкоциты, тромбоциты). Красный цвет крови придает гемоглобин, содержащийся в эритроцитах. Кровь характеризуется относительным постоянством химического состава, осмотического давления и активной реакции. Переносит кислород от органов дыхания к тканям и углекислый газ от тканей к органам дыхания, доставляет питательные вещества из органов пищеварения ктканям, а продукты обмена к органам выделения, участвует в регуляции водно-солевого обмена и кислотно-щелочного равновесия в организме, в поддержании постоянной температуры тела. Благодаря наличию в крови антител, антитоксинов и лизинов, а также способности лейкоцитов поглощать микроорганизмы и инородные тела, кровь выполняет защитную функцию."
"1588585616-39390","https://petroleks.ru/dictionaries/dict_med.php","Т","https://petroleks.ru/dictionaries/dict_med18.php","Тироксин - гормон, вырабатываемый щитовидной железой. Повышает интенсивность окислительных реакций в клетках и выделение тепла, участвует в процессах роста и развития, поддерживает гормональную возбудимость нервных центров и сердечной мышцы и тл."
"1588585624-39717","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Остеодисплазия - врожденное нарушение развития костей."
"1588585607-39302","https://petroleks.ru/dictionaries/dict_med.php","Ц","https://petroleks.ru/dictionaries/dict_med22.php","Цитология - наука о клетке. Изучает строение и функции клеток, их связи и отношения в органах и тканях, исследует клетку как важнейшую структурную единицу живого."
"1588585605-39290","https://petroleks.ru/dictionaries/dict_med.php","Ч","https://petroleks.ru/dictionaries/dict_med23.php","Чума — острая инфекционная болезнь, зооантропоноз. Относится к карантинным (конвенционным) природно-очаговым инфекциям."
"1588585635-39928","https://petroleks.ru/dictionaries/dict_med.php","И","https://petroleks.ru/dictionaries/dict_med9.php","Ингаляция - метод лечения вдыханием лекарственных веществ, распыляемых при помощи специальных аппаратов."
"1588585624-39711","https://petroleks.ru/dictionaries/dict_med.php","О","https://petroleks.ru/dictionaries/dict_med14.php","Орган зрения - состоит из собственно глаза (глазного яблока), соединенного зрительным нервом с мозгом, и вспомогательного аппарата (глазодвигательных мышц, век, слезных желез). Через отверстие в радужной оболочке (зрачок) лучи света входят в глаз и, преломляясь на поверхности глазного яблока, в роговице, хрусталике и стекловидном теле, сходятся на сетчатке, давая на ней изображение видимого предмета. Глазница (орбита) - костная впадина, в которой расположено глазное яблоко. Глазное дно - видимая при офтальмоскопии часть внутренней поверхности глазного яблока: диск зрительного нерва, сетчатка и сосудистая оболочка. Конъюнктива - соединительнотканная прозрачная оболочка покрывает заднюю поверхность век и переднюю часть глаза до роговицы. Воспаление конъюнктивы - конъюнктивит."
"1588585618-39448","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Серологическая реакция - реакция, с помощью которой исследуется реакция антигена (микроба, вируса, чужеродного белка) с антителами сыворотки крови."
"1588585622-39588","https://petroleks.ru/dictionaries/dict_med.php","П","https://petroleks.ru/dictionaries/dict_med15.php","Парафимоз  - ущемление головки полового члена сдвинутой назад крайней плотью, после травмы, воспалительного процесса, бывает врожденное."
"1588585631-39839","https://petroleks.ru/dictionaries/dict_med.php","Л","https://petroleks.ru/dictionaries/dict_med11.php","Лекарства - вещества естественного происхождения или искусственно созданные и предназначенные для излечения различных заболеваний. Выделяют следующие лекарственные формы: жидкие (растворы, настои и др.), мягкие (мази, линименты и др.), твердые (порошки, таблетки), аэрозоли."
"1588585627-39748","https://petroleks.ru/dictionaries/dict_med.php","Н","https://petroleks.ru/dictionaries/dict_med13.php","Нейтрофилы - один из типов лейкоцитов. Способны к фагоцитозу мелких инородных частиц, в т.ч. микробов, могут растворять омертвевшие ткани."
"1588585633-39879","https://petroleks.ru/dictionaries/dict_med.php","К","https://petroleks.ru/dictionaries/dict_med10.php","Контагиозность - заразность."
"1588585629-39784","https://petroleks.ru/dictionaries/dict_med.php","М","https://petroleks.ru/dictionaries/dict_med12.php","Мениск - внутренние серповидные хрящи коленного сустава, выравнивающие несоответствие кривизны составляющих его костей и смягчающие резкие толчки в суставе."
"1588585603-39273","https://petroleks.ru/dictionaries/dict_med.php","Ш","https://petroleks.ru/dictionaries/dict_med24.php","Шизофрения (син.: психоз дискордантный, Блейлера болезнь, слабоумие раннее) — эндогенная психическая болезнь с непрерывным или приступообразным течением."
"1588585618-39454","https://petroleks.ru/dictionaries/dict_med.php","С","https://petroleks.ru/dictionaries/dict_med17.php","Симпатолитические средства  - лекарственные вещества, препятствующие передаче возбуждения с симпатических нервов на эффекторы (например, на мышцы сосудистой стенки, что вызывает расширение сосудов)."
