,Targ,KwMult,KwNorm
392,"Цервикальная слизь - вырабатываемая шейкой матки субстанция, необходимая для жизни сперматозоидов в женских половых путях.","{'женск': 0.007661231513977942, 'сперматозоид': 0.006482580511827489, 'полов': 0.001478483274627322, 'вырабатыва': 0.0020065130155656513, 'жизн': 0.006019539046696954, 'необходим': 0.007661231513977942, 'пут': 0.0024078156186787816, 'шейк': 0.02809118221791912, 'матк': 0.00468186370298652, 'слиз': 0.008427354665375735, 'цервикальн': 0.02106838666343934, 'субстанц': 0.08427354665375736}","{'женск': 0.042501070993667726, 'сперматозоид': 0.03596244468694961, 'полов': 0.00820196106895342, 'вырабатыва': 0.011131232879293927, 'жизн': 0.03339369863788178, 'необходим': 0.042501070993667726, 'пут': 0.013357479455152713, 'шейк': 0.155837260310115, 'матк': 0.025972876718352498, 'слиз': 0.046751178093034494, 'цервикальн': 0.11687794523258624, 'субстанц': 0.46751178093034496}"
393,"Иммунопрофилактика (специфическая профилактика, вакцинопрофилактика, серопрофилактика) - метод профилактики инфекционных (паразитарных) болезней с использованием иммунопрепаратов (вакцины, глобулины, анатоксины), обеспечивающий создание определенной иммунной прослойки среди населения с целью предупреждения или снижения инфекционной (паразитарной) заболеваемости.","{'болезн': 0.0009260829302610698, 'профилактик': 0.00702279555447978, 'обеспечива': 0.003830615756988971, 'ил': 0.0003956504537735087, 'цел': 0.00351139777723989, 'анатоксин': 0.02809118221791912, 'инфекцион': 0.001652422483407007, 'метод': 0.0012578141291605576, 'населен': 0.02106838666343934, 'специфическ': 0.012039078093393909, 'паразитарн': 0.02809118221791912, 'определя': 0.007661231513977942, 'снижен': 0.008427354665375735, 'сред': 0.0033709418661502944, 'использован': 0.012039078093393909, 'предупрежден': 0.01685470933075147, 'создан': 0.02106838666343934, 'вакцин': 0.02106838666343934, 'глобулин': 0.007661231513977942, 'иммун': 0.007661231513977942, 'заболеваем': 0.04213677332687868, 'иммунопрофилактик': 0.08427354665375736, 'вакцинопрофилактик': 0.08427354665375736, 'серопрофилактик': 0.04213677332687868, 'иммунопрепарат': 0.08427354665375736, 'прослойк': 0.08427354665375736}","{'болезн': 0.0014591537596756682, 'профилактик': 0.011065249344207152, 'обеспечива': 0.00603559055138572, 'цел': 0.005532624672103576, 'анатоксин': 0.044260997376828606, 'инфекцион': 0.0026035880809899183, 'метод': 0.001981835703440087, 'населен': 0.03319574803262146, 'специфическ': 0.01896899887578369, 'паразитарн': 0.044260997376828606, 'определя': 0.01207118110277144, 'снижен': 0.01327829921304858, 'сред': 0.005311319685219433, 'использован': 0.01896899887578369, 'предупрежден': 0.02655659842609716, 'создан': 0.03319574803262146, 'вакцин': 0.03319574803262146, 'глобулин': 0.01207118110277144, 'иммун': 0.01207118110277144, 'заболеваем': 0.06639149606524292, 'иммунопрофилактик': 0.13278299213048583, 'вакцинопрофилактик': 0.13278299213048583, 'серопрофилактик': 0.06639149606524292, 'иммунопрепарат': 0.13278299213048583, 'прослойк': 0.13278299213048583}"
394,"Нитрофурановые средства - группа противомикробных препаратов, в которую входят фурацилин, фурагин, фуразолидон и Др.","{'котор': 0.0008687994500387356, 'препарат': 0.0026335483329299175, 'др': 0.0006532833073934679, 'групп': 0.0029059843673709435, 'вход': 0.007661231513977942, 'средств': 0.002160860170609163, 'нитрофуранов': 0.08427354665375736, 'противомикробн': 0.08427354665375736, 'фурацилин': 0.08427354665375736, 'фурагин': 0.08427354665375736, 'фуразолидон': 0.08427354665375736}","{'котор': 0.0019853818758949313, 'препарат': 0.0060181888113065105, 'групп': 0.006640760067648564, 'вход': 0.017507458360164395, 'средств': 0.004938001075943804, 'нитрофуранов': 0.19258204196180834, 'противомикробн': 0.19258204196180834, 'фурацилин': 0.19258204196180834, 'фурагин': 0.19258204196180834, 'фуразолидон': 0.19258204196180834}"
395,"Слезы - секрет слезных желез, прозрачная солоноватая жидкость, омывающая поверхность глазного яблока и конъюнктиву. Обладает дезинфицирующими свойствами, содержит бактерицидное вещество лизоцим. У человека в норме выделяется за сутки 0,51 мл слез.","{'желез': 0.0007202867235363877, 'выделя': 0.0025537438379926473, 'человек': 0.0010404141562192267, 'секрет': 0.012039078093393909, 'жидкост': 0.002217724911940983, 'содержа': 0.0020065130155656513, 'веществ': 0.0006741883732300589, 'норм': 0.012039078093393909, 'прозрачн': 0.012039078093393909, 'сутк': 0.01404559110895956, 'свойств': 0.004435449823881966, 'поверхн': 0.0032412902559137446, 'лизоц': 0.02809118221791912, 'облада': 0.00936372740597304, 'бактерицидн': 0.04213677332687868, '0': 0.01685470933075147, 'слез': 0.04213677332687868, 'слезн': 0.01404559110895956, 'солоноват': 0.08427354665375736, 'омыва': 0.08427354665375736, 'глазн': 0.00936372740597304, 'яблок': 0.012039078093393909, 'конъюнктив': 0.02106838666343934, 'дезинфицир': 0.08427354665375736, '51': 0.08427354665375736, 'мл': 0.04213677332687868, 'слеза': 0.04213677332687868}","{'выделя': 0.0037438027175478237, 'человек': 0.0015252529590009654, 'секрет': 0.01764935566843974, 'жидкост': 0.003251197096817847, 'содержа': 0.00294155927807329, 'норм': 0.01764935566843974, 'прозрачн': 0.01764935566843974, 'сутк': 0.02059091494651303, 'свойств': 0.006502394193635694, 'поверхн': 0.004751749603041469, 'лизоц': 0.04118182989302606, 'облада': 0.013727276631008688, 'бактерицидн': 0.06177274483953909, '0': 0.024709097935815636, 'слез': 0.06177274483953909, 'слезн': 0.02059091494651303, 'солоноват': 0.12354548967907818, 'омыва': 0.12354548967907818, 'глазн': 0.013727276631008688, 'яблок': 0.01764935566843974, 'конъюнктив': 0.030886372419769544, 'дезинфицир': 0.12354548967907818, '51': 0.12354548967907818, 'мл': 0.06177274483953909, 'слеза': 0.06177274483953909}"
396,"Относительные противопоказания  - такие состояния, когда по какой-то причине применение метода неблагоприятно и возможно под постоянным контролем врача.","{'причин': 0.0029059843673709435, 'применен': 0.01404559110895956, 'относительн': 0.00936372740597304, 'постоя': 0.007661231513977942, 'когд': 0.008427354665375735, 'метод': 0.0012578141291605576, 'врач': 0.04213677332687868, 'возможн': 0.012039078093393909, 'состоян': 0.003009769523348477, 'неблагоприятн': 0.01685470933075147, 'противопоказан': 0.08427354665375736, 'контрол': 0.04213677332687868}","{'причин': 0.01190429048899339, 'применен': 0.057537404030134714, 'относительн': 0.038358269353423145, 'постоя': 0.03138403856189167, 'когд': 0.03452244241808083, 'метод': 0.005152603345982214, 'врач': 0.17261221209040414, 'возможн': 0.04931777488297262, 'состоян': 0.012329443720743155, 'неблагоприятн': 0.06904488483616165, 'противопоказан': 0.3452244241808083, 'контрол': 0.17261221209040414}"
397,"Эктодерма - наружный зародышевый листок, из которого образуются кожный эпителий, нервная система, органы чувств, передний и задний отделы кишечника.","{'котор': 0.0008687994500387356, 'передн': 0.008427354665375735, 'орга': 0.000543700300991983, 'образовыва': 0.001478483274627322, 'систем': 0.0007661231513977942, 'листок': 0.01685470933075147, 'кожн': 0.005267096665859835, 'кишечник': 0.0049572674502210215, 'отдел': 0.004435449823881966, 'нервн': 0.0006964755921798129, 'наружн': 0.00702279555447978, 'зародышев': 0.02809118221791912, 'задн': 0.007661231513977942, 'эпител': 0.02809118221791912, 'чувств': 0.02106838666343934, 'эктодерм': 0.08427354665375736}","{'котор': 0.0039762446149949815, 'передн': 0.03856957276545132, 'образовыва': 0.006766591713237073, 'листок': 0.07713914553090263, 'кожн': 0.024105982978407076, 'кишечник': 0.022687983979677247, 'отдел': 0.02029977513971122, 'наружн': 0.0321413106378761, 'зародышев': 0.1285652425515044, 'задн': 0.03506324796859211, 'эпител': 0.1285652425515044, 'чувств': 0.0964239319136283, 'эктодерм': 0.3856957276545132}"
398,"Лизоцим - фермент, взаимодействующий с сахарами определенных типов в клеточной стенке бактерий и разрушающий оболочки бактериальных клеток.","{'стенк': 0.003830615756988971, 'клетк': 0.0006196584312776277, 'оболочк': 0.0012039078093393908, 'бактериальн': 0.02106838666343934, 'бактер': 0.0029059843673709435, 'определен': 0.003664067245815537, 'фермент': 0.0029059843673709435, 'тип': 0.0049572674502210215, 'лизоц': 0.02809118221791912, 'клеточн': 0.012039078093393909, 'сахар': 0.012039078093393909, 'разруша': 0.02106838666343934, 'взаимодействова': 0.08427354665375736}","{'стенк': 0.019341905551548223, 'оболочк': 0.006078884601915155, 'бактериальн': 0.10638048053351522, 'бактер': 0.01467316972876072, 'определен': 0.018500953136263515, 'фермент': 0.01467316972876072, 'тип': 0.025030701302003584, 'лизоц': 0.14184064071135363, 'клеточн': 0.060788846019151556, 'сахар': 0.060788846019151556, 'разруша': 0.10638048053351522, 'взаимодействова': 0.42552192213406087}"
399,"Тиреотоксикоз (от лат. ""тирео"" - щитовидная железа и токсикоз) - болезненное состояние, обусловленное поступлением в организм чрезмерного количества гормонов щитовидной железы.","{'организм': 0.0005046320158907626, 'желез': 0.0007202867235363877, 'гормон': 0.0013167741664649587, 'обусловлива': 0.0024786337251105107, 'токсикоз': 0.01053419333171967, 'количеств': 0.004213677332687868, 'лат': 0.008427354665375735, 'щитовидн': 0.00468186370298652, 'чрезмерн': 0.012039078093393909, 'поступлен': 0.02106838666343934, 'состоян': 0.003009769523348477, 'болезнен': 0.008427354665375735, 'тиреотоксикоз': 0.04213677332687868, 'тире': 0.04213677332687868}","{'организм': 0.0031208775501170077, 'желез': 0.004454585904867866, 'гормон': 0.008143539857336566, 'обусловлива': 0.015329016202045303, 'токсикоз': 0.06514831885869253, 'количеств': 0.02605932754347701, 'лат': 0.05211865508695402, 'щитовидн': 0.028954808381641127, 'чрезмерн': 0.07445522155279147, 'поступлен': 0.13029663771738506, 'состоян': 0.018613805388197867, 'болезнен': 0.05211865508695402, 'тиреотоксикоз': 0.2605932754347701, 'тире': 0.2605932754347701}"
400,"Спинной мозг - отдел центральной нервной системы, расположенный в позвоночном канале, участвует в осуществлении большинства рефлексов. У человека состоит из 31-33 сегментов, каждый из которых имеет 2 пары нервных корешков: передние - так называемые двигательные, по которым импульсы из клеток спинного мозга передаются на периферию (к скелетным мышцам, мышцам сосудов, внутренним органам) и задние - так называемые чувствительные, по которым импульсы от рецепторов кожи, мышц, внутренних органов передаются в спинной мозг. Передний и задний корешки, соединяясь между собой, образуют смешанные спинномозговые нервы. Наиболее сложные рефлектйрпые реакции спинного мозга управляются головным мозгом.","{'котор': 0.0008687994500387356, 'кож': 0.0012039078093393908, 'мышц': 0.0017198682990562726, 'рефлекс': 0.012039078093393909, 'передн': 0.008427354665375735, 'клетк': 0.0006196584312776277, 'называ': 0.00702279555447978, 'сосуд': 0.001755698888619945, 'орга': 0.000543700300991983, 'внутрен': 0.0013167741664649587, 'образовыва': 0.001478483274627322, 'человек': 0.0010404141562192267, 'имет': 0.00312124246865768, 'пар': 0.01404559110895956, 'систем': 0.0007661231513977942, 'располага': 0.0024786337251105107, 'межд': 0.00351139777723989, '2': 0.0022776634230745234, 'сложн': 0.01053419333171967, 'чувствительн': 0.0049572674502210215, 'большинств': 0.01404559110895956, 'наибол': 0.007661231513977942, 'отдел': 0.004435449823881966, 'кана': 0.005618236443583824, 'участвова': 0.0029059843673709435, 'нервн': 0.0006964755921798129, 'состоя': 0.0025537438379926473, 'мозг': 0.0012768719189963237, 'задн': 0.007661231513977942, 'нерв': 0.0032412902559137446, 'головн': 0.0032412902559137446, 'спин': 0.0049572674502210215, '31': 0.02809118221791912, 'спинномозгов': 0.00936372740597304, 'импульс': 0.00936372740597304, 'двигательн': 0.01053419333171967, 'реакц': 0.0022776634230745234, 'передава': 0.0049572674502210215, 'себ': 0.00936372740597304, 'центральн': 0.002809118221791912, 'рецептор': 0.01685470933075147, 'позвоночн': 0.02809118221791912, 'соединя': 0.008427354665375735, 'осуществлен': 0.04213677332687868, '33': 0.08427354665375736, 'сегмент': 0.08427354665375736, 'кажд': 0.01685470933075147, 'корешок': 0.02106838666343934, 'перифер': 0.08427354665375736, 'скелетн': 0.01685470933075147, 'смеша': 0.02809118221791912, 'рефлектйрп': 0.08427354665375736, 'управля': 0.04213677332687868}","{'котор': 0.001128651143636001, 'кож': 0.0015639880133241726, 'мышц': 0.002234268590463104, 'рефлекс': 0.01563988013324173, 'передн': 0.010947916093269209, 'называ': 0.009123263411057674, 'сосуд': 0.0022808158527644184, 'внутрен': 0.0017106118895733138, 'образовыва': 0.0019206870339068787, 'человек': 0.0013515945794159519, 'имет': 0.004054783738247855, 'пар': 0.018246526822115347, 'располага': 0.0032199753215497676, 'межд': 0.004561631705528837, '2': 0.0029588962414241107, 'сложн': 0.01368489511658651, 'чувствительн': 0.006439950643099535, 'большинств': 0.018246526822115347, 'наибол': 0.0099526509938811, 'отдел': 0.005762061101720636, 'кана': 0.007298610728846139, 'участвова': 0.0037751434804376583, 'состоя': 0.0033175503312936998, 'мозг': 0.0016587751656468499, 'задн': 0.0099526509938811, 'нерв': 0.004210736958949695, 'головн': 0.004210736958949695, 'спин': 0.006439950643099535, '31': 0.036493053644230694, 'спинномозгов': 0.012164351214743565, 'импульс': 0.012164351214743565, 'двигательн': 0.01368489511658651, 'реакц': 0.0029588962414241107, 'передава': 0.006439950643099535, 'себ': 0.012164351214743565, 'центральн': 0.0036493053644230697, 'рецептор': 0.021895832186538417, 'позвоночн': 0.036493053644230694, 'соединя': 0.010947916093269209, 'осуществлен': 0.05473958046634604, '33': 0.10947916093269208, 'сегмент': 0.10947916093269208, 'кажд': 0.021895832186538417, 'корешок': 0.02736979023317302, 'перифер': 0.10947916093269208, 'скелетн': 0.021895832186538417, 'смеша': 0.036493053644230694, 'рефлектйрп': 0.10947916093269208, 'управля': 0.05473958046634604}"
401,"Нейроглия (от греч. ""глия"" - клей), клетки в головном и спинном мозге, заполняющие пространство между нейронами и мозговыми капиллярами. Служит для защиты и опоры нейронов, обеспечивает реактивные свойства нервной ткани (образование рубцов, участие в реакции воспаления и тл.).","{'клетк': 0.0006196584312776277, 'ткан': 0.0006019539046696954, 'образован': 0.002809118221791912, 'межд': 0.00351139777723989, 'обеспечива': 0.003830615756988971, 'воспален': 0.0013815335517009403, 'пространств': 0.01685470933075147, 'греч': 0.0049572674502210215, 'капилляр': 0.008427354665375735, 'нервн': 0.0006964755921798129, 'мозг': 0.0012768719189963237, 'защит': 0.04213677332687868, 'головн': 0.0032412902559137446, 'спин': 0.0049572674502210215, 'заполня': 0.01404559110895956, 'свойств': 0.004435449823881966, 'мозгов': 0.012039078093393909, 'служ': 0.01053419333171967, 'реакц': 0.0022776634230745234, 'рубц': 0.04213677332687868, 'нейрон': 0.00702279555447978, 'нейрогл': 0.02809118221791912, 'гли': 0.08427354665375736, 'кле': 0.08427354665375736, 'опор': 0.08427354665375736, 'реактивн': 0.02106838666343934, 'участ': 0.04213677332687868, 'тл': 0.04213677332687868}","{'образован': 0.004909934241208435, 'межд': 0.006137417801510544, 'обеспечива': 0.006695364874375139, 'воспален': 0.0024147217579713613, 'пространств': 0.029459605447250608, 'греч': 0.008664589837426651, 'капилляр': 0.014729802723625304, 'мозг': 0.0022317882914583797, 'защит': 0.07364901361812652, 'головн': 0.005665308739855887, 'спин': 0.008664589837426651, 'заполня': 0.024549671206042175, 'свойств': 0.007752527749276476, 'мозгов': 0.021042575319464723, 'служ': 0.01841225340453163, 'реакц': 0.003981027763141975, 'рубц': 0.07364901361812652, 'нейрон': 0.012274835603021087, 'нейрогл': 0.04909934241208435, 'гли': 0.14729802723625304, 'кле': 0.14729802723625304, 'опор': 0.14729802723625304, 'реактивн': 0.03682450680906326, 'участ': 0.07364901361812652, 'тл': 0.07364901361812652}"
402,"Пиодермия  - заболевания кожи, вызываемые гноеродными бактериями.","{'заболеван': 0.0004506606772928201, 'вызыва': 0.0014529921836854717, 'кож': 0.0012039078093393908, 'бактер': 0.0029059843673709435, 'пиодерм': 0.08427354665375736, 'гноеродн': 0.02809118221791912}","{'вызыва': 0.012321051396385826, 'кож': 0.010208871157005398, 'бактер': 0.024642102792771653, 'пиодерм': 0.7146209809903779, 'гноеродн': 0.2382069936634593}"
403,Гемоглобинурия - появление гемоглобина в моче.,"{'моч': 0.0016206451279568723, 'гемоглобин': 0.007661231513977942, 'появлен': 0.00936372740597304, 'гемоглобинур': 0.08427354665375736}","{'моч': 0.015746779067917927, 'гемоглобин': 0.07443931923015747, 'появлен': 0.09098139017019247, 'гемоглобинур': 0.8188325115317321}"
404,"Стрептодермия  - воспалительные заболевания кожи (импетиго, стрептококковая опрелость, эктима и др.), вызываемые стрептококками.","{'заболеван': 0.0004506606772928201, 'вызыва': 0.0014529921836854717, 'кож': 0.0012039078093393908, 'др': 0.0006532833073934679, 'воспалительн': 0.00351139777723989, 'стрептококк': 0.01685470933075147, 'стрептококков': 0.04213677332687868, 'стрептодерм': 0.04213677332687868, 'импетиг': 0.08427354665375736, 'опрел': 0.08427354665375736, 'эктим': 0.08427354665375736}","{'вызыва': 0.004034775925836976, 'кож': 0.003343100052836351, 'воспалительн': 0.009750708487439358, 'стрептококк': 0.046803400739708914, 'стрептококков': 0.11700850184927229, 'стрептодерм': 0.11700850184927229, 'импетиг': 0.23401700369854458, 'опрел': 0.23401700369854458, 'эктим': 0.23401700369854458}"
405,"Инвазивный - 1. Способность возбудителей инфекционных болезней проникать в организм и распространяться в нем. 2. Методы диагностики заболеваний, основанные на введении специальных инструментов в полости, органы (лапароскопия - метод исследования органов брюшной полости с помощью лапароскопа - инструмента, введенного через небольшой разрез. Широко применяется при подозрении на травму внутренних органов, например, после автотравмы.)","{'заболеван': 0.0004506606772928201, 'распространя': 0.008427354665375735, 'диагностик': 0.01053419333171967, 'орга': 0.000543700300991983, 'внутрен': 0.0013167741664649587, 'полост': 0.0016854709330751472, 'организм': 0.0005046320158907626, 'болезн': 0.0009260829302610698, '2': 0.0022776634230745234, 'небольш': 0.01685470933075147, 'способн': 0.0029059843673709435, 'применя': 0.002718501504959915, 'введен': 0.00312124246865768, 'широк': 0.008427354665375735, 'возбудител': 0.004013026031131303, 'инфекцион': 0.001652422483407007, 'например': 0.0008687994500387356, 'помощ': 0.002718501504959915, 'травм': 0.00702279555447978, 'метод': 0.0012578141291605576, 'основыва': 0.008427354665375735, 'посл': 0.0026335483329299175, 'специальн': 0.006482580511827489, '1': 0.0024786337251105107, 'исследован': 0.00312124246865768, 'ввод': 0.01404559110895956, 'брюшн': 0.008427354665375735, 'инвазивн': 0.08427354665375736, 'проника': 0.02809118221791912, 'нем': 0.04213677332687868, 'инструмент': 0.04213677332687868, 'лапароскоп': 0.04213677332687868, 'разрез': 0.08427354665375736, 'подозрен': 0.04213677332687868, 'автотравм': 0.08427354665375736}","{'распространя': 0.01473818994573933, 'диагностик': 0.018422737432174163, 'внутрен': 0.0023028421790217703, 'полост': 0.002947637989147866, 'болезн': 0.0016195813127186077, '2': 0.003983294579929549, 'небольш': 0.02947637989147866, 'способн': 0.005082134464048045, 'применя': 0.004754254821206236, 'введен': 0.005458588868792345, 'широк': 0.01473818994573933, 'возбудител': 0.0070181856884473, 'инфекцион': 0.0028898411658312413, 'например': 0.0015194010253339516, 'помощ': 0.004754254821206236, 'травм': 0.012281824954782776, 'метод': 0.0021997298426476614, 'основыва': 0.01473818994573933, 'посл': 0.004605684358043541, 'специальн': 0.011337069189030255, '1': 0.004334761748746863, 'исследован': 0.005458588868792345, 'ввод': 0.02456364990956555, 'брюшн': 0.01473818994573933, 'инвазивн': 0.1473818994573933, 'проника': 0.0491272998191311, 'нем': 0.07369094972869665, 'инструмент': 0.07369094972869665, 'лапароскоп': 0.07369094972869665, 'разрез': 0.1473818994573933, 'подозрен': 0.07369094972869665, 'автотравм': 0.1473818994573933}"
406,"Слезные железы - выделяют слезы, расположены у верхненаружного края глазницы в слезной ямке лобной кости, а также в конъюнктиве глаза (мелкие добавочные слезные железы).","{'желез': 0.0007202867235363877, 'выделя': 0.0025537438379926473, 'мелк': 0.0049572674502210215, 'располага': 0.0024786337251105107, 'такж': 0.0019153078784944855, 'глаз': 0.002718501504959915, 'кост': 0.0032412902559137446, 'конъюнкт': 0.02106838666343934, 'ямк': 0.04213677332687868, 'слез': 0.04213677332687868, 'слезн': 0.01404559110895956, 'верхненаружн': 0.08427354665375736, 'кра': 0.08427354665375736, 'глазниц': 0.04213677332687868, 'лобн': 0.04213677332687868, 'добавочн': 0.04213677332687868}","{'выделя': 0.005908576189240026, 'мелк': 0.011469589073230639, 'располага': 0.0057347945366153195, 'такж': 0.004431432141930019, 'глаз': 0.006289774653061963, 'кост': 0.007499346701727725, 'конъюнкт': 0.04874575356123021, 'ямк': 0.09749150712246042, 'слез': 0.09749150712246042, 'слезн': 0.03249716904082014, 'верхненаружн': 0.19498301424492084, 'кра': 0.19498301424492084, 'глазниц': 0.09749150712246042, 'лобн': 0.09749150712246042, 'добавочн': 0.09749150712246042}"
407,"Тропизм, тропный  - в сочетании с другим словом означает принадлежность чемулибо (тиреотропный гормон - гормон ""тирео"", т.е. щитовидной железы в переводе с латинского).","{'т': 0.0015900669179954219, 'е': 0.0018320336229077686, 'желез': 0.0007202867235363877, 'друг': 0.0015322463027955884, 'гормон': 0.0013167741664649587, 'щитовидн': 0.00468186370298652, 'слов': 0.01685470933075147, 'означа': 0.02809118221791912, 'сочетан': 0.02106838666343934, 'тире': 0.04213677332687868, 'тропизм': 0.08427354665375736, 'тропн': 0.08427354665375736, 'принадлежн': 0.04213677332687868, 'чемулиб': 0.08427354665375736, 'тиреотропн': 0.04213677332687868, 'перевод': 0.08427354665375736, 'латинск': 0.04213677332687868}","{'т': 0.00272922005266716, 'е': 0.0031445361476382496, 'друг': 0.002629975687115627, 'гормон': 0.002260135356114992, 'щитовидн': 0.008036036821742195, 'слов': 0.028929732558271897, 'означа': 0.04821622093045316, 'сочетан': 0.03616216569783987, 'тире': 0.07232433139567974, 'тропизм': 0.1446486627913595, 'тропн': 0.1446486627913595, 'принадлежн': 0.07232433139567974, 'чемулиб': 0.1446486627913595, 'тиреотропн': 0.07232433139567974, 'перевод': 0.1446486627913595, 'латинск': 0.07232433139567974}"
408,"Нистагм - непроизвольные, быстро следующие друг за другом движения глаз из стороны в сторону, реже круговые или вверхвниз. Возникает при некоторых заболеваниях центральной нервной системы и внутреннего уха.","{'заболеван': 0.0004506606772928201, 'внутрен': 0.0013167741664649587, 'ух': 0.006482580511827489, 'систем': 0.0007661231513977942, 'друг': 0.0015322463027955884, 'ил': 0.0003956504537735087, 'некотор': 0.0016854709330751472, 'след': 0.02106838666343934, 'нервн': 0.0006964755921798129, 'глаз': 0.002718501504959915, 'непроизвольн': 0.02106838666343934, 'движен': 0.006482580511827489, 'редк': 0.01053419333171967, 'возника': 0.003009769523348477, 'сторон': 0.02809118221791912, 'центральн': 0.002809118221791912, 'быстр': 0.01685470933075147, 'нистагм': 0.08427354665375736, 'кругов': 0.04213677332687868, 'вверхвниз': 0.08427354665375736}","{'внутрен': 0.003938454755439775, 'ух': 0.019389315719088123, 'друг': 0.004582929169966284, 'некотор': 0.005041222086962912, 'след': 0.0630152760870364, 'глаз': 0.008131003366069213, 'непроизвольн': 0.0630152760870364, 'движен': 0.019389315719088123, 'редк': 0.0315076380435182, 'возника': 0.009002182298148058, 'сторон': 0.08402036811604853, 'центральн': 0.008402036811604853, 'быстр': 0.05041222086962911, 'нистагм': 0.2520611043481456, 'кругов': 0.1260305521740728, 'вверхвниз': 0.2520611043481456}"
409,"Кровеносная система  - эластичные трубчатые образования в теле человека, по которым кровь движется от сердца или центрального пульсирующего сосуда к тканям (артерии, артериолы, артериальные капилляры) и от них к сердцу (венозные капилляры, венулы, вены).","{'кров': 0.0005333768775554263, 'котор': 0.0008687994500387356, 'сердц': 0.001755698888619945, 'вен': 0.00702279555447978, 'кровеносн': 0.004013026031131303, 'сосуд': 0.001755698888619945, 'венозн': 0.01404559110895956, 'ткан': 0.0006019539046696954, 'артериальн': 0.00702279555447978, 'образован': 0.002809118221791912, 'человек': 0.0010404141562192267, 'систем': 0.0007661231513977942, 'ил': 0.0003956504537735087, 'трубчат': 0.01404559110895956, 'капилляр': 0.008427354665375735, 'тел': 0.0012768719189963237, 'эластичн': 0.01685470933075147, 'центральн': 0.002809118221791912, 'артер': 0.01053419333171967, 'артериол': 0.04213677332687868, 'венул': 0.04213677332687868, 'двига': 0.02809118221791912, 'пульсир': 0.08427354665375736}","{'котор': 0.00298638558666987, 'сердц': 0.006034987539728696, 'вен': 0.024139950158914784, 'кровеносн': 0.013794257233665591, 'сосуд': 0.006034987539728696, 'венозн': 0.04827990031782957, 'артериальн': 0.024139950158914784, 'образован': 0.009655980063565913, 'человек': 0.00357628891243182, 'трубчат': 0.04827990031782957, 'капилляр': 0.02896794019069774, 'тел': 0.004389081847075415, 'эластичн': 0.05793588038139548, 'центральн': 0.009655980063565913, 'артер': 0.03620992523837218, 'артериол': 0.14483970095348872, 'венул': 0.14483970095348872, 'двига': 0.09655980063565914, 'пульсир': 0.28967940190697744}"
410,"Лимфаденит - воспаление, увеличение, болезненность лимфатических узлов при занесении в них возбудителя инфекции с током крови или лимфы.","{'кров': 0.0005333768775554263, 'воспален': 0.0013815335517009403, 'ил': 0.0003956504537735087, 'возбудител': 0.004013026031131303, 'инфекц': 0.003830615756988971, 'лимфатическ': 0.003009769523348477, 'узел': 0.003830615756988971, 'лимф': 0.005267096665859835, 'увеличен': 0.00351139777723989, 'ток': 0.007661231513977942, 'болезнен': 0.008427354665375735, 'лимфаден': 0.04213677332687868, 'занесен': 0.08427354665375736}","{'воспален': 0.008255701593913296, 'возбудител': 0.02398084748708148, 'инфекц': 0.022890808964941414, 'лимфатическ': 0.01798563561531111, 'узел': 0.022890808964941414, 'лимф': 0.031474862326794445, 'увеличен': 0.020983241551196297, 'ток': 0.04578161792988283, 'болезнен': 0.050359779722871104, 'лимфаден': 0.25179889861435556, 'занесен': 0.5035977972287111}"
411,"Меланосомы  - клетки, содержащие меланин.","{'клетк': 0.0006196584312776277, 'содержа': 0.0020065130155656513, 'меланин': 0.02809118221791912, 'меланосом': 0.08427354665375736}","{'содержа': 0.017543859649122806, 'меланин': 0.2456140350877193, 'меланосом': 0.736842105263158}"
412,"Миоглобин - глобулярный белок, запасающий в мышцах кислород.","{'мышц': 0.0017198682990562726, 'кислород': 0.006482580511827489, 'белок': 0.002055452357408716, 'миоглобин': 0.08427354665375736, 'глобулярн': 0.02809118221791912, 'запаса': 0.08427354665375736}","{'мышц': 0.008312711846784088, 'кислород': 0.03133252926864771, 'белок': 0.009934704402254154, 'миоглобин': 0.4073228804924203, 'глобулярн': 0.13577429349747344, 'запаса': 0.4073228804924203}"
