Name,ActiveSubstance,Targ,AnaloguesText,AnalogsLinks,PharmaLink-href,Lots-href,Аптека/Адрес,Метро,Цена,As,Tf-Idf,KwFilt
Эразабан (Erasaban),Докозанол (Docosanol), — противовирусное,"

























































","

























































",https://www.rlsnet.ru/tn_index_id_47180.htm,"















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/erazaban-357288/&page=/tn_index_id_47180.htm












https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jerazaban-krem-d-naruzh-prim-10-2g-0003432.html&page=/tn_index_id_47180.htm


















https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/erazaban-krem-dnaruzh-prim-10-2g-8841&page=/tn_index_id_47180.htm









","















ПроАптека. Здравсити МЦК Панфиловская  Москва, Панфилова, 1, стр 1  Экспресс заказ  09:00-20:00 Пн-Чт, 08:00-20:00 Пт









































","















Панфиловская









































","















328₽Забрать завтра с 09:00









































","['докозанол', 'docosanol']",{'противовирусн': 0.6590739535520163},{'противовирусн': 0.6590739535520163}
Эрбисол® (Erbisol),L03AX Другие иммуностимуляторы," — гепатопротективное, иммуномодулирующее","



























































































","



























































































",https://www.rlsnet.ru/tn_index_id_32873.htm,"



























































































","



























































































","



























































































","



























































































","['l03ax', 'друг', 'иммуностимулятор']","{'гепатопротективн': 0.6590739535520163, 'иммуномодулирова': 0.5428990059264057}","{'гепатопротективн': 0.6590739535520163, 'иммуномодулирова': 0.5428990059264057}"
Эрбитукс® (Erbitux®),Цетуксимаб* (Cetuximab*), — противоопухолевое,"









































































































































","









































































































































",https://www.rlsnet.ru/tn_index_id_36892.htm,"





































































































https://rlsnet.ru/away.php?obj=apteka&id_obj=13&obj_nam=omnipharm&url=https://omnipharm.ru/catalog/lekarstvennye-preparaty/protivoopukholevye-sredstva/erbituks-5-mg-ml-20-ml-1-flakon/&page=/tn_index_id_36892.htm



































","









































































































































","









































































































































","









































































































































","['цетуксимаб', 'cetuximab']",{'противоопухолев': 0.1586573018135549},{'противоопухолев': 0.1586573018135549}
Эрвевакс (Ervevax),Вакцина для профилактики краснухи (Vaccine rubella virus live), — иммуномодулирующее,"









","









",https://www.rlsnet.ru/tn_index_id_12566.htm,"









","









","









","









","['вакцин', 'для', 'профилактик', 'краснух', 'vaccine', 'rubella', 'virus', 'live']",{'иммуномодулирова': 0.5428990059264057},{'иммуномодулирова': 0.5428990059264057}
Эрвы шерстистой трава (Aervae lanatae herba),Эрвы шерстистой трава (Aervae lanatae herba), — диуретическое,"


































































","


































































",https://www.rlsnet.ru/tn_index_id_5552.htm,"https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ervy-sherstistoj-trava-79533/&page=/tn_index_id_5552.htm










https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_pol-pala-jerva-sherstistaja-trava-pachka-30g-0045941.html&page=/tn_index_id_5552.htm




















https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ervy-sherstistoj-trava-79512/&page=/tn_index_id_5552.htm














https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_pol-pala-jerva-sherstistaja-trava-pachka-50g-0044126.html&page=/tn_index_id_5552.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/pol-pala-erva-sherstistaya-trava-pachka-30g-1240&page=/tn_index_id_5552.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/pol-pala-erva-sherstistaya-trava-pachka-50g-1513&page=/tn_index_id_5552.htm









","Гармония  Ясная Поляна ул, 106, Полушкино д, Раменский р-н, МО  Экспресс заказ  09:00-22:00 Пн-Вс































АСНА  Борисовские Пруды ул, 10 к 1, Москва  Экспресс заказ  09:00-23:00 Пн-Вс


































","































Борисово


































","50₽Забрать сегодня































39₽Забрать сегодня


































","['эрв', 'шерстист', 'трав', 'aervae', 'lanatae', 'herba']",{'диуретическ': 0.3943309570226593},{'диуретическ': 0.3943309570226593}
Эргокальциферол (Ergocalciferol),Эргокальциферол* (Ergocalciferol*), — регулирующее кальций-фосфорный обмен,"































































","































































",https://www.rlsnet.ru/tn_index_id_5496.htm,"































































","































































","































































","































































","['эргокальциферол', 'ergocalciferol']","{'регулирова': 1.0899772073550658, 'кальц': 1.0899772073550658, 'фосфорн': 1.5491969672906811, 'обм': 1.5491969672906811}","{'регулирова': 1.0899772073550658, 'кальц': 1.0899772073550658, 'фосфорн': 1.5491969672906811, 'обм': 1.5491969672906811}"
Эргокальциферол (Витамин D2) (Ergocalciferol (Vitamin D2)),Эргокальциферол* (Ergocalciferol*), — регулирующее кальций-фосфорный обмен,"































































","































































",https://www.rlsnet.ru/tn_index_id_5819.htm,"































































","































































","































































","































































","['эргокальциферол', 'ergocalciferol']","{'регулирова': 1.0899772073550658, 'кальц': 1.0899772073550658, 'фосфорн': 1.5491969672906811, 'обм': 1.5491969672906811}","{'регулирова': 1.0899772073550658, 'кальц': 1.0899772073550658, 'фосфорн': 1.5491969672906811, 'обм': 1.5491969672906811}"
"Эргокальциферола (Витамин D2) раствор в масле 0,0625% (Ergocalciferol (vitamin D2) solution in oleum 0,0625%)",Эргокальциферол* (Ergocalciferol*), — восполняющее дефицит витамина D,"















","















",https://www.rlsnet.ru/tn_index_id_11898.htm,"















","















","















","















","['эргокальциферол', 'ergocalciferol']","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'd': 2.5265280049901038}","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'd': 2.5265280049901038}"
"Эргокальциферола (Витамин D2) раствор в масле 0,5% (Ergocalciferol (vitamin D2) solution in oleum 0,5%)",Эргокальциферол* (Ergocalciferol*), — восполняющее дефицит витамина D,"














","














",https://www.rlsnet.ru/tn_index_id_11900.htm,"














","














","














","














","['эргокальциферол', 'ergocalciferol']","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'd': 2.5265280049901038}","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'витамин': 0.3443618097546108, 'd': 2.5265280049901038}"
Эргоферон (Ergoferon),J05AX Прочие противовирусные препараты, — иммуномодулирующее,"






























































","






























































",https://www.rlsnet.ru/tn_index_id_46844.htm,"

https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jergoferon-tab-d-rassas-n20-0010336.html&page=/tn_index_id_46844.htm





https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ergoferon-304493/&page=/tn_index_id_46844.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/ergoferon-tab-drassas-n20-6575&page=/tn_index_id_46844.htm
























https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/128877&page=/tn_index_id_46844.htm






https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/26988303/&page=/tn_index_id_46844.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ergoferon_n20_tab_drassasyvaniya_materia_medika_kholding_npf_ooo.html&page=/tn_index_id_46844.htm






","







Диалог  Ялагина ул, д5, Электросталь, МО  Экспресс заказ  09:00-21:00 Пн-Вс






















































","






























































","







332₽Забрать сегодня






















































","['j05ax', 'проч', 'противовирусн', 'препарат']",{'иммуномодулирова': 0.5428990059264057},{'иммуномодулирова': 0.5428990059264057}
Эрдомед (Erdomrd),Эрдостеин* (Erdosteine*)," — муколитическое, отхаркивающее","








































































","








































































",https://www.rlsnet.ru/tn_index_id_34557.htm,"








































































","








































































","








































































","








































































","['эрдостеин', 'erdosteine']","{'муколитическ': 0.6590739535520163, 'отхаркива': 0.5428990059264057}","{'муколитическ': 0.6590739535520163, 'отхаркива': 0.5428990059264057}"
Эрексезил® (Erexesil),Силденафил* (Sildenafil*), — улучшающее эректильную функцию,"














































































































","














































































































",https://www.rlsnet.ru/tn_index_id_67486.htm,"














































































































","














































































































","














































































































","














































































































","['силденаф', 'sildenafil']","{'улучша': 0.45834520610753965, 'эректильн': 2.5265280049901038, 'функц': 1.5491969672906811}","{'улучша': 0.45834520610753965, 'эректильн': 2.5265280049901038, 'функц': 1.5491969672906811}"
Эрика-35,Ципротерон + Этинилэстрадиол (Cyproterone + Ethinylestradiol)," — контрацептивное, антиандрогенное","
































































































































































































","
































































































































































































",https://www.rlsnet.ru/tn_index_id_63790.htm,"
































































































































































































","
































































































































































































","
































































































































































































","
































































































































































































","['ципротерон', 'этинилэстрадиол', 'cyproterone', 'ethinylestradiol']","{'контрацептивн': 0.5428990059264057, 'антиандроген': 5.746203190540153}","{'контрацептивн': 0.5428990059264057, 'антиандроген': 5.746203190540153}"
Эринит (Erynit),Пентаэритритила тетранитрат* (Pentaerithrityl tetranitrate*)," — антиангинальное, вазодилатирующее","

























































","

























































",https://www.rlsnet.ru/tn_index_id_5501.htm,"












https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/9312&page=/tn_index_id_5501.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jerinit-tab-10mg-n50-0011780.html&page=/tn_index_id_5501.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/erinit-tab-10mg-n50-4567&page=/tn_index_id_5501.htm




https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/erinit-79040/&page=/tn_index_id_5501.htm




































https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/erinit-79047/&page=/tn_index_id_5501.htm
","



















ФармаТ  г.Москва, Химкинский бульвар, д. 14, корп. 4  Экспресс заказ  09:00-21:00 Пн-Вс




































АСНА  Борисовские Пруды ул, 10 к 1, Москва  Экспресс заказ  09:00-23:00 Пн-Вс
","
























































Борисово
","



















50₽Забрать сегодня




































48₽Забрать сегодня
","['пентаэритрит', 'тетранитрат', 'pentaerithrityl', 'tetranitrate']","{'антиангинальн': 0.45834520610753965, 'вазодилатир': 1.0899772073550658}","{'антиангинальн': 0.45834520610753965, 'вазодилатир': 1.0899772073550658}"
Эриспирус®,Фенспирид* (Fenspiride*)," — противовоспалительное, бронходилатирующее, антигистаминное","


























","


























",https://www.rlsnet.ru/tn_index_id_74953.htm,"


























","


























","


























","


























","['фенспирид', 'fenspiride']","{'противовоспалительн': 0.05143309341065543, 'бронходилатир': 0.8273530556212105, 'антигистамин': 0.6590739535520163}","{'противовоспалительн': 0.05143309341065543, 'бронходилатир': 0.8273530556212105, 'антигистамин': 0.6590739535520163}"
Эритромицин (Erythromycin),Эритромицин* (Erythromycin*), — антибактериальное,"






























","






























",https://www.rlsnet.ru/tn_index_id_3720.htm,"https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/eritromitsin-akos-maz-glaznaya-10000edg-tuba-10g-4237&page=/tn_index_id_3720.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/eritromitsin-maz-glazn-10000-edg-10g-647&page=/tn_index_id_3720.htm




https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/eritromitsin-maz-dnar-prim-10000edg-15g-4283&page=/tn_index_id_3720.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/eritromicin-36968/&page=/tn_index_id_3720.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/eritromicin-maz-glaznaya-36914/&page=/tn_index_id_3720.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/eritromicin-36984/&page=/tn_index_id_3720.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/9341&page=/tn_index_id_3720.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jeritromicin-maz-glazn-10000-ed-g-10g-0005240.html&page=/tn_index_id_3720.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/eritromicin-maz-37030/&page=/tn_index_id_3720.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/eritromicin-glaznaya-maz-36910/&page=/tn_index_id_3720.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/eritromicin-37037/&page=/tn_index_id_3720.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jeritromicin-akos-maz-glaznaja-10000ed-g-tuba-10g-0049690.html&page=/tn_index_id_3720.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/eritromitsin-maz-10000-edg-15g-34606&page=/tn_index_id_3720.htm





","







ПроАптека. Здравсити МЦК Измайлово  г.Москва, Окружной проезд, д. 9, стр. 2  Экспресс заказ  08:00-22:00 Пн-Сб, 09:00-21:00 Вс


Долголет  Кирова ул, 89, Павловский Посад, МО  Экспресс заказ  09:00-21:00 Пн-Вс
Будь Здоров!  Астахова ул, 25, Коломна, МО  Экспресс заказ  08:00-21:00 Пн-Вс






ПроАптека. Здравсити  г.Москва, Варшавское ш, д. 9, стр. 1  Экспресс заказ  08:00-22:00 Пн-Пт, 09:00-21:00 Сб-Вс
36,6  Кочновский пр-д, 4, Москва  Экспресс заказ  09:00-22:00 Пн-Вс
Горздрав  Валовая ул, 2-4/44 c 1, Москва  Экспресс заказ  08:00-23:00 Пн-Вс









","







Измайлово










Тульская
Аэропорт
Павелецкая









","







45₽Забрать сегодня


71₽Забрать сегодня
99₽Забрать сегодня






76₽Забрать сегодня
58₽Забрать сегодня
20₽Забрать сегодня









","['эритромицин', 'erythromycin']",{'антибактериальн': 0.10700622334134198},{'антибактериальн': 0.10700622334134198}
Эритромицина таблетки (Erythromycin tablets),Эритромицин* (Erythromycin*)," — антисептическое, противомикробное","















","















",https://www.rlsnet.ru/tn_index_id_11908.htm,"















","















","















","















","['эритромицин', 'erythromycin']","{'антисептическ': 0.6590739535520163, 'противомикробн': 0.3943309570226593}","{'антисептическ': 0.6590739535520163, 'противомикробн': 0.3943309570226593}"
Эритромицина фосфат (Erythromycini phosphas),Эритромицин* (Erythromycin*), — антибактериальное,"


































","


































",https://www.rlsnet.ru/tn_index_id_5503.htm,"


































","


































","


































","


































","['эритромицин', 'erythromycin']",{'антибактериальн': 0.10700622334134198},{'антибактериальн': 0.10700622334134198}
Эриус® (Aerius®),Дезлоратадин* (Desloratadine*)," — противозудное, противоаллергическое, H1-антигистаминное","






Делорсин


Элизей









Дезлоратадин-ВЕРТЕКС

Дезлоратадин-Тева








Эслонтин





Дезлоратадин Канон









Эзлор Солюшн Таблетс


Эзлор




Дезал




Блогир-3®






Лордестин





Дезлоратадин















НАЛОРИУС®












Дезлоратадин Велфарм







","Дезлоратадин Канон





Дезлоратадин

















Дезлоратадин-ВЕРТЕКС





Лордестин

Эслонтин
Эзлор




НАЛОРИУС®



Дезлоратадин Велфарм









Дезал

Элизей





































Эзлор Солюшн Таблетс




Блогир-3®






Делорсин


Дезлоратадин-Тева


",https://www.rlsnet.ru/tn_index_id_17507.htm,"




https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jerius-tab-p-p-o-5mg-n10-0011924.html&page=/tn_index_id_17507.htm






























https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/erius-sirop-2-5mg5ml-60ml-2257&page=/tn_index_id_17507.htm

























https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/erius-tab-p-p-o-5mg-n10-1880&page=/tn_index_id_17507.htm







https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/erius-147746/&page=/tn_index_id_17507.htm




https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jerius-sirop-2-5mg-5ml-60ml-0007336.html&page=/tn_index_id_17507.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/erius_5mg_n10_tab_pokrytye_plenochnoy_obolochkoy_shering-plau_labo_nv.html&page=/tn_index_id_17507.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/2183899/&page=/tn_index_id_17507.htm































https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/erius_60ml_sirop_shering-plau_labo_nv.html&page=/tn_index_id_17507.htm","





































































АСНА  Фомичевой ул, 16к5, Москва  Экспресс заказ  08:00-22:00 Пн-Пт, 09:00-21:00 Сб-Вс







































","





































































Планерная







































","





































































407₽Забрать сегодня







































","['дезлоратадин', 'desloratadine']","{'противозудн': 0.3443618097546108, 'противоаллергическ': 0.6590739535520163, 'h1': 1.0899772073550658, 'антигистамин': 0.6590739535520163}","{'противозудн': 0.3443618097546108, 'противоаллергическ': 0.6590739535520163, 'h1': 1.0899772073550658, 'антигистамин': 0.6590739535520163}"
Эрмиталь® (Ermytal),Панкреатин (Pancreatin), — восполняющее дефицит ферментов поджелудочной железы,"






794.14 р.


133.53 р.
















296.20 р.








519.13 р.





261.42 р.





327.36 р.




","



794.14 р.








327.36 р.




519.13 р.






















133.53 р.

296.20 р.

261.42 р.







",https://www.rlsnet.ru/tn_index_id_40125.htm,"
https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ermital_36000ed_n50_kaps_nordmark_arzneimittel_gmbh_cokg.html&page=/tn_index_id_40125.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23063903/&page=/tn_index_id_40125.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jermital-kaps-25000-ed-n50-0006245.html&page=/tn_index_id_40125.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ermital-214726/&page=/tn_index_id_40125.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ermital-214721/&page=/tn_index_id_40125.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ermital-322049/&page=/tn_index_id_40125.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/ermital-kaps-25000-ed-n50-4606&page=/tn_index_id_40125.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ermital-214724/&page=/tn_index_id_40125.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23063603/&page=/tn_index_id_40125.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ermital_36000ed_n20_kaps_nordmark_arzneimittel_gmbh_cokg.html&page=/tn_index_id_40125.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23063303/&page=/tn_index_id_40125.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23063503/&page=/tn_index_id_40125.htm








https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ermital_10000ed_n20_kaps_nordmark_arzneimittel_gmbh_cokg.html&page=/tn_index_id_40125.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1119&obj_nam=vapteke.ru&url=https://msk.vapteke.ru/search/item/92749&page=/tn_index_id_40125.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ermital_25000ed_n20_kaps_nordmark_arzneimittel_gmbh_cokg.html&page=/tn_index_id_40125.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1091&obj_nam=planetazdorovo.ru&url=https://apteka.planetazdorovo.ru/ges/23063703/&page=/tn_index_id_40125.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ermital_25000ed_n50_kaps_nordmark_arzneimittel_gmbh_cokg.html&page=/tn_index_id_40125.htm

https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ermital_10000ed_n50_kaps_nordmark_arzneimittel_gmbh_cokg.html&page=/tn_index_id_40125.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ermital-214728/&page=/tn_index_id_40125.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ermital-322048/&page=/tn_index_id_40125.htm

","







ТРИКА  Городковская ул, 90, Павловский Посад, МО  Экспресс заказ  Круглосуточно
АСНА  Новочеремушкинская ул, 50, Москва  Экспресс заказ  09:00-21:00 Пн-Вс

АСНА  Первомайская ул, 81, Москва  Экспресс заказ  08:00-22:00 Пн-Вс





Долголет  Широкая ул, 31/5, Москва  Экспресс заказ  09:00-21:00 Пн-Вс
































Кит Фарма  Граничная ул, 18c2, Ольгино мкр, Балашиха, МО  Экспресс заказ  08:00-22:00 Пн-Вс
АСНА  Дмитровское ш, 73 c 1, Москва  Экспресс заказ  10:00-22:00 Пн-Вс

","
















Медведково



































","







641₽Забрать сегодня
305₽Забрать сегодня

362₽Забрать сегодня





537₽Забрать сегодня
































354₽Забрать сегодня
169₽Забрать сегодня

","['панкреатин', 'pancreatin']","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'фермент': 2.5265280049901038, 'поджелудочн': 2.5265280049901038, 'желез': 0.5428990059264057}","{'восполня': 0.13752354584930812, 'дефиц': 0.1286514644198443, 'фермент': 2.5265280049901038, 'поджелудочн': 2.5265280049901038, 'желез': 0.5428990059264057}"
Эрмицед (Ermyced®),Эритромицин* (Erythromycin*), — антибактериальное,"

















","

















",https://www.rlsnet.ru/tn_index_id_7862.htm,"

















","

















","

















","

















","['эритромицин', 'erythromycin']",{'антибактериальн': 0.10700622334134198},{'антибактериальн': 0.10700622334134198}
Эролин® (Erolin®),Лоратадин* (Loratadine*)," — противозудное, антиэкссудативное, противоаллергическое, антигистаминное","





















","





















",https://www.rlsnet.ru/tn_index_id_23285.htm,"





















","





















","





















","





















","['лоратадин', 'loratadine']","{'противозудн': 0.3443618097546108, 'антиэкссудативн': 0.8273530556212105, 'противоаллергическ': 0.6590739535520163, 'антигистамин': 0.6590739535520163}","{'противозудн': 0.3443618097546108, 'антиэкссудативн': 0.8273530556212105, 'противоаллергическ': 0.6590739535520163, 'антигистамин': 0.6590739535520163}"
Эрсефурил® (Ercefuryl®),Нифуроксазид* (Nifuroxazide*), — противомикробное,"
Нифуроксазид-ВЕРТЕКС
Стопдиар




Экофурил®

Нифурал®


Нифуроксазид Алкалоид




Элюфор
Мирофурил




















Нифуроксазид


Адисорд®


























КонтрДиар






Энтерофурил®









","Нифуроксазид-ВЕРТЕКС


Экофурил®


















КонтрДиар














Элюфор





Адисорд®








Энтерофурил®




Стопдиар






Нифуроксазид Алкалоид





Нифурал®


Мирофурил






Нифуроксазид





",https://www.rlsnet.ru/tn_index_id_3728.htm,"


















































https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ersefuril-37061/&page=/tn_index_id_3728.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jersefuril-kaps-200mg-n14-0011129.html&page=/tn_index_id_3728.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1085&obj_nam=zdravcity.ru&url=https://zdravcity.ru/p_jersefuril-kaps-200mg-n28-0011807.html&page=/tn_index_id_3728.htm


https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ersefuril_200mg_n14_kaps_sanofi_vintrop_industriya.html&page=/tn_index_id_3728.htm
https://rlsnet.ru/away.php?obj=apteka&id_obj=1004&obj_nam=asna.ru&url=https://www.asna.ru/cards/ersefuril_200mg_n28_kaps_sanofi_vintrop_industriya.html&page=/tn_index_id_3728.htm











https://rlsnet.ru/away.php?obj=apteka&id_obj=199&obj_nam=uteka.ru&url=https://uteka.ru/product/ersefuril-37060/&page=/tn_index_id_3728.htm



https://rlsnet.ru/away.php?obj=apteka&id_obj=1079&obj_nam=aptekirls.ru&url=https://aptekirls.ru/ersefuril-kaps-200mg-n28-552&page=/tn_index_id_3728.htm






","


















































ПроАптека. Здравсити МЦК Стрешнево  г.Москва, Светлый проезд, д. 6, а, стр. 1  Экспресс заказ  09:00-20:00 Пн-Чт, 08:00-20:00 Пт























Долголет  Солнцевский пр, 2, Москва  Экспресс заказ  09:00-21:00 Пн-Вс










","


















































Стрешнево


































","


















































385₽Забрать завтра с 09:00























550₽Забрать сегодня










","['нифуроксазид', 'nifuroxazide']",{'противомикробн': 0.3943309570226593},{'противомикробн': 0.3943309570226593}
Эсказин (Escasine),Трифлуоперазин* (Trifluoperazine*)," — противорвотное, анксиолитическое, нейролептическое, антипсихотическое","


























","


























",https://www.rlsnet.ru/tn_index_id_16280.htm,"


























","


























","


























","


























","['трифлуоперазин', 'trifluoperazine']","{'противорвотн': 1.5491969672906811, 'анксиолитическ': 1.0899772073550658, 'нейролептическ': 2.5265280049901038, 'антипсихотическ': 1.5491969672906811}","{'противорвотн': 1.5491969672906811, 'анксиолитическ': 1.0899772073550658, 'нейролептическ': 2.5265280049901038, 'антипсихотическ': 1.5491969672906811}"
